Approved symbol,DMSO_1,DMSO_2,DMSO_3,MG132_1,MG132_2,MG132_3,BRD1732_1,BRD1732_2,BRD1732_3,BRD1732_1um
NAA10,11.0621,12.076,11.5275,10.1596,9.44184,10.2197,8.71715,9.13902,7.90018,9.75702
REPS1,11.5013,11.5102,11.7398,9.81193,9.89134,10.0235,8.59206,8.5007,8.58019,9.8491
ARSK,11.5046,10.5793,12.0232,10.5839,9.92858,9.04045,9.07478,7.90312,8.54304,10.8191
SLC36A1,8.5959,8.98307,9.11238,10.6932,12.2738,11.4105,9.14379,9.83973,10.7014,9.24626
AP3M2,11.0525,10.9938,11.8593,10.3447,10.2294,10.0039,9.00099,8.75478,8.64406,9.11659
CCDC167,11.141,11.7678,10.2829,9.86215,10.4025,9.93958,9.19051,8.50196,8.38464,10.527
ACTN1,8.41769,5.74693,7.54713,12.4029,11.8513,12.053,11.4139,10.0248,9.90057,10.6418
TMEM47,11.5782,10.0593,10.3579,9.96669,11.1468,11.1075,7.62448,9.35621,10.8264,7.97667
CSE1L,11.7088,11.5268,11.7105,10.0178,10.0256,9.68996,8.8572,8.58635,8.21609,9.66097
VAMP3,10.4975,10.1509,8.25738,11.2437,11.5517,9.59885,10.1753,8.51745,9.26236,10.7448
HMGB2,11.1587,14.8859,10.3046,9.4581,9.70002,9.57608,7.92572,8.21305,8.65165,10.1262
KLHL9,8.74911,8.57836,8.55952,11.573,11.4569,11.8415,10.1196,9.91698,10.0422,9.16286
LAMB2,7.72591,8.04527,7.7381,11.983,12.1923,12.5031,10.4893,10.2164,10.93,8.17669
VBP1,10.6564,11.2615,11.356,10.0253,10.0766,10.7549,8.98334,9.41847,8.21167,9.25582
IFT88,15.9969,15.849,15.5738,7.24891,7.27723,6.78058,6.27118,6.14481,5.95925,12.8983
CERS5,9.35145,12.43,10.444,8.63493,11.3197,10.9627,6.02743,10.3075,10.3257,10.1966
RSRC1,9.92168,8.90398,8.86041,11.0396,11.2115,10.8463,9.90497,9.06931,9.56469,10.6774
KIAA1191,8.98479,9.29797,9.37544,11.6,11.6991,10.5686,8.98201,8.98664,11.2293,9.2761
CIAO1,10.3083,10.3034,10.6919,10.7923,10.8212,10.0281,9.43901,8.83873,9.0008,9.77634
IREB2,12.0348,12.2248,12.2165,9.42609,9.68027,9.52127,8.55471,8.74417,7.37933,10.2182
TCTN2,9.53208,9.8727,9.2727,10.4019,10.7779,10.8079,7.99567,9.33383,10.2443,11.761
PPIA,11.0547,11.1232,11.6294,10.3682,9.74372,10.0731,8.83082,9.2232,7.96493,9.9887
DRAM2,9.6535,9.31732,9.68109,11.0195,11.4509,11.1655,9.53792,8.81768,10.628,8.72861
ROCK2,11.0178,10.7577,11.333,10.383,10.1439,10.2509,9.12975,8.76008,8.62889,9.59501
ANKMY2,8.29252,8.07309,8.59239,12.0033,11.8196,11.8031,10.2673,10.284,10.142,8.72277
PSEN2,9.9865,9.96609,11.236,9.99405,11.0567,10.3477,8.43614,9.66565,8.94582,10.3654
PRKAR2B,12.4368,12.6633,11.936,9.15774,8.85462,9.65514,8.04935,7.81348,7.96771,11.4658
PSMA1,10.6554,10.2425,10.5065,10.7858,10.1846,10.365,9.02697,9.47069,8.4892,10.2732
RNF113A,9.11614,9.00867,10.0732,10.5774,11.4259,11.3281,9.03891,10.1597,9.50666,9.7654
GSPT1,12.484,10.9878,11.4234,10.0472,9.98774,9.44935,9.28795,8.49146,7.61033,10.2309
PSMA5,10.9728,11.3918,11.1764,10.2295,9.85365,9.8367,8.46313,8.92453,8.37124,10.7803
UFC1,11.3252,11.535,11.638,9.69334,9.99454,10.4914,8.17685,9.49393,8.3113,9.34041
PTPN11,11.0985,11.1711,10.8824,10.2134,9.87129,10.5495,9.08719,8.93826,8.34293,9.84555
FAHD2B,9.18793,10.8944,9.00077,10.8119,10.5283,11.1637,8.71453,9.87626,9.38637,10.4358
TGFB1I1,8.56545,9.11926,9.13105,10.8545,10.8337,11.1632,9.6214,9.68593,8.96708,12.0584
CEP135,9.76861,10.3099,9.52626,10.9903,10.6297,10.991,9.49573,9.08193,9.48636,9.72011
TOP1MT,13.7363,12.5476,13.783,7.76569,7.86485,7.64329,6.31488,6.7894,6.92417,16.6308
HMGB3,12.7991,11.605,11.9234,9.87196,9.50958,9.27257,8.64787,8.16921,7.83977,10.3616
MAPK3,11.3696,12.5538,11.5117,9.50256,9.59274,9.83181,8.10416,8.57318,8.21285,10.7476
GTPBP8,13.8376,15.5972,13.4008,7.55494,7.31942,8.28633,6.78585,6.62618,6.51642,14.0752
GFPT2,11.4139,10.5657,10.9156,9.99647,10.6032,9.74134,9.37983,8.83797,7.88774,10.6584
CEP170,8.76929,10.3002,8.76012,10.7706,10.7174,11.8533,9.26482,10.3329,9.08866,10.1427
POP7,9.80472,10.4686,9.91881,10.5259,11.5452,11.0525,8.66618,9.89612,9.93356,8.18839
TSPYL5,9.6529,9.25452,9.1058,11.3353,11.4442,10.8752,10.5696,9.49956,8.8805,9.38241
RPL21,12.565,13.0128,13.286,8.65324,9.71368,9.31522,7.49015,8.42413,7.89148,9.64829
PEX2,9.36972,8.56734,9.38357,11.1539,11.3618,11.3193,9.10752,10.478,9.50779,9.75105
PMS2,11.2882,11.7841,11.2739,10.029,9.71385,9.88422,8.79556,8.02095,8.65222,10.558
SPRYD7,9.92857,9.30245,9.67231,11.6405,10.116,10.815,10.0181,9.28727,8.6911,10.5287
ERGIC3,5.74745,5.48101,6.08143,13.2634,14.2273,13.586,11.7248,11.3845,12.1963,6.3078
GLI3,12.6334,10.9816,12.1246,9.38306,10.0326,8.886,8.68821,7.71683,7.91732,11.6364
SERPINI1,7.51137,7.84777,7.04758,11.1574,13.5614,11.9447,10.5884,10.1924,10.7244,9.42462
RHBDF1,10.8475,10.5814,10.762,9.46706,11.0104,9.98129,8.62743,8.24798,9.29592,11.179
DAAM2,8.41828,8.33893,8.37314,11.5143,12.2623,11.7019,11.1833,10.2952,9.00274,8.90973
PRKD3,9.41664,9.38969,8.69794,10.9107,13.069,10.7642,9.20649,9.31872,11.3243,7.90236
SLC12A5,10.0874,10.8548,10.431,9.97343,10.976,10.5881,9.70399,7.9002,9.49063,9.99448
DOT1L,9.08223,8.30993,9.33941,10.5474,10.6339,11.8764,8.5091,9.85756,10.0319,11.8122
EFCAB14,8.07007,7.91577,8.70814,11.3639,11.7415,13.0153,10.164,9.68913,11.1738,8.15836
WDR13,12.1255,12.3181,11.7333,10.3103,10.3215,8.92033,8.55717,8.01565,8.80472,8.89354
DMD,9.11893,10.0599,8.9838,10.8679,11.3383,11.0507,9.35313,9.52382,9.68201,10.0216
SLC4A7,7.92161,8.54618,8.03724,12.0704,11.9128,11.8909,10.2842,10.0124,10.5026,8.82162
PVR,9.32793,9.10847,9.81878,11.2905,11.3807,11.4006,9.51316,8.7872,10.9485,8.42427
TMEM222,8.66834,7.92312,7.74215,12.0216,12.3901,12.3343,10.8166,9.78438,10.9432,7.37623
RRM2B,9.60625,9.43057,10.4235,10.2821,11.2653,10.8452,9.46887,9.25721,9.07475,10.3463
UTRN,8.21382,8.40903,8.26311,11.7088,11.8066,11.6477,10.0138,10.1117,10.0481,9.77729
SMG5,10.7102,11.2066,10.8875,10.2151,9.82545,10.5882,8.44706,9.34057,8.49409,10.2853
ELMO1,12.2122,11.9889,12.2058,9.58342,9.70041,9.64584,8.84259,7.95968,8.02088,9.8403
NELFB,10.3514,10.3247,10.5855,10.7926,10.3056,10.38,8.97866,8.96917,9.06185,10.2505
ARPC1B,11.8809,11.1225,11.3759,10.1015,9.93421,9.85212,8.93577,9.09195,7.61434,10.0908
NCAPG,11.414,11.4466,11.1861,10.3528,9.97827,9.86528,8.95183,8.79327,8.15824,9.85356
SHPK,12.4477,12.6774,11.4263,9.2873,9.0356,8.74674,8.07704,7.69069,7.452,13.1593
LIMK2,9.372,8.79996,9.25596,12.1782,10.6136,10.4662,10.1465,9.34394,9.03099,10.7926
GARRE1,10.4244,8.11918,9.19847,11.3809,12.1211,10.0886,10.5346,9.54365,8.72375,9.86533
MBLAC2,11.3139,12.0333,11.0162,9.67396,9.7097,9.68975,8.11581,8.21723,8.59569,11.6345
SAR1B,11.3216,12.2943,11.4806,9.91131,9.64295,10.1349,8.41499,8.74876,8.29156,9.75902
RPS16,11.3929,11.7513,11.6616,9.64576,10.0595,9.86362,8.15667,8.61135,8.58248,10.2748
PDCD2L,14.0279,13.5068,13.7771,8.22977,8.5397,8.8216,7.0927,7.48768,7.35849,11.1582
ALDOA,11.3262,11.8423,11.5235,9.80011,9.9924,10.0734,8.92095,9.0939,7.58839,9.83884
ARHGAP44,12.6858,12.2765,10.6307,10.7309,10.0457,9.34087,8.98226,10.3377,6.48929,8.48035
RABL2A,11.9741,10.8181,11.3254,10.3372,9.14363,9.83021,8.27643,8.69829,8.13715,11.4594
SEPHS1,11.1453,9.57411,10.1542,11.3411,10.1662,10.3559,10.4101,8.62354,8.26359,9.96601
TIMM10B,9.75614,8.57359,7.38462,12.7028,10.733,11.2289,8.58516,10.537,10.5744,9.92427
CDC34,8.84754,8.35545,9.07806,11.5193,11.4986,11.2424,10.7214,9.46243,9.15751,10.1172
AIRIM,10.6952,10.783,9.82168,10.9085,10.7141,10.671,9.4371,9.47853,8.73544,8.75531
EPHX4,8.18656,9.56894,8.10262,10.994,11.6462,10.8843,9.02722,9.81803,9.85569,11.9164
GSPT2,11.7375,11.473,11.4348,10.182,9.58899,9.92148,8.91736,9.08924,7.4073,10.2483
PRPS1,12.4139,11.161,11.0032,10.852,9.53107,9.65016,9.72477,8.64593,7.32545,9.69254
TPM4,11.3918,10.6096,11.5985,9.96208,11.0719,9.69232,9.04621,8.92494,8.31503,9.38761
ZBTB25,12.7284,14.3925,13.071,9.2197,8.49849,8.21208,7.16992,7.25069,7.75816,11.6991
VPS26C,11.6431,10.398,10.9138,10.4087,10.3026,10.0078,8.66983,9.02296,8.58166,10.0516
SET,9.27229,9.46635,10.1918,10.8988,9.32603,12.5344,10.0758,9.11839,8.81744,10.2987
ANP32B,10.5117,11.4783,11.0425,10.4663,10.247,10.4467,8.76115,8.9222,8.95937,9.16479
CEP131,13.5755,14.0061,13.8044,8.15983,8.07932,8.28964,6.85109,7.17909,6.93279,13.1223
CNN3,10.2812,9.89366,10.1849,11.0156,10.7701,10.6092,9.81343,9.04773,8.81215,9.57199
YTHDC2,13.1651,12.8354,13.1065,8.83922,8.97513,8.99431,7.64017,7.77371,7.48383,11.1866
NPEPPS,10.7701,10.9504,10.5908,10.493,10.3592,10.3479,9.16135,9.42839,8.05746,9.84127
UCHL5,11.2488,10.3536,10.7247,10.8133,9.83556,10.02,8.74159,9.04984,8.39604,10.8166
TNKS1BP1,11.2833,11.2017,11.2137,9.91365,10.0724,9.61828,8.80982,8.40056,8.06716,11.4194
VPS11,11.1781,11.8218,11.2737,9.73481,9.8943,10.291,8.24924,8.61063,8.68538,10.2611
CFAP100,8.87868,8.90636,7.84075,11.3809,12.0997,10.9509,10.6457,10.0729,8.67422,10.5499
ZSCAN26,6.15509,6.78435,5.6254,12.6002,13.1152,13.4743,10.893,10.2746,12.2681,8.80967
DYNC2H1,12.7543,13.4492,12.8343,8.96335,8.97175,9.02082,7.39762,8.09806,7.50064,11.01
PDLIM7,12.7978,12.4981,13.1053,8.92258,9.27786,8.84272,7.87043,7.57142,7.62751,11.4862
RYR2,8.94701,10.7105,10.0512,10.7331,10.0688,11.1261,8.29944,9.64445,9.28967,11.1298
OXSR1,12.3471,11.8123,11.7189,10.0319,9.63549,9.59807,9.06947,8.37718,7.51297,9.89665
CAPZB,11.3824,11.0558,11.8091,10.1674,9.87894,10.0934,8.76895,9.24399,7.68462,9.91538
BCL2L1,7.94327,9.15826,7.95845,11.5248,12.1733,11.7985,9.77557,10.2922,10.1966,9.17899
AHCYL2,11.959,13.6417,12.4041,9.10716,9.05283,9.36059,7.18422,8.68412,7.59408,11.0122
NHLRC3,8.57971,8.85897,10.0144,10.9114,12.6359,10.4765,9.04674,8.81567,11.1385,9.52208
H1-10,8.81081,9.71372,9.45327,10.5988,12.3076,12.1021,8.73252,10.3933,10.7127,7.17507
CAPZA1,10.5788,10.4195,10.1604,11.1996,10.2287,10.1717,10.0065,8.84383,8.08144,10.3097
CHCHD6,9.29958,10.3842,8.89148,11.3775,10.5033,10.8959,8.83998,9.79245,9.29957,10.716
OSBPL3,11.3807,12.1716,11.7528,10.5615,8.40181,10.8562,7.34261,7.90096,10.1669,9.46478
ERCC1,9.66248,10.2801,10.0458,11.1328,11.1451,11.1393,9.58179,9.5543,9.33961,8.1187
MYL9,10.9656,10.1303,10.8267,11.157,10.5896,9.2242,9.73643,7.96972,8.68173,10.7188
TTC28,11.517,12.2518,11.7021,9.55414,9.40373,9.59105,8.11301,8.28116,7.92843,11.6576
MYO5B,8.38182,11.2234,8.51224,11.2968,8.74874,12.6586,7.68416,12.6978,7.47881,11.3176
SCARB1,9.61001,10.3573,10.7422,10.2249,11.0943,10.7942,8.3622,9.29446,9.69786,9.82262
QKI,10.7869,10.5496,11.1126,10.0366,10.5811,10.1379,8.8445,8.53786,8.81466,10.5983
FHOD1,13.2463,13.7239,13.0435,9.03833,8.64175,8.72684,7.62532,7.82528,7.03918,11.0897
OXCT1,8.93425,9.61142,9.19359,11.068,11.2163,11.1424,9.23892,8.63749,10.5915,10.366
RPS15A,12.0982,10.5531,11.8045,10.1002,10.2363,9.7493,8.67913,8.56809,8.375,9.83624
MSN,10.6062,10.9431,10.8274,10.1434,10.3428,10.56,8.81382,9.13589,8.48101,10.1464
KDM8,10.1399,10.053,10.2845,10.7178,9.43785,11.2159,8.56672,9.79204,8.34756,11.4448
NRP2,11.9929,12.1143,12.0238,9.85678,9.7386,9.80236,8.21884,8.085,8.71952,9.44785
PIGN,9.00711,8.43991,8.24571,11.0715,11.908,11.665,9.81332,9.23714,10.4324,10.1799
POLR3E,11.5026,12.0006,11.2265,9.52359,9.74873,9.81258,7.88785,8.42396,8.43899,11.4347
MINK1,13.2218,14.0999,12.6668,8.75796,9.23579,8.51953,7.8607,7.35048,7.34833,10.9386
TRAFD1,8.33869,10.1031,7.32479,11.8562,10.6546,11.981,10.2894,9.54055,9.50885,10.4026
KIAA0586,10.4287,10.7209,10.9749,9.7493,10.622,10.9078,8.63035,8.67747,9.29682,9.99179
ITFG2,8.90429,11.0322,8.82136,12.3527,9.05929,10.3001,8.84084,9.4866,8.64405,12.5586
FBXL4,10.0226,9.34894,10.5942,8.88542,11.1272,11.8108,8.67181,7.52679,10.8651,11.1472
NISCH,9.03422,10.3733,9.47453,10.7538,10.5019,11.3552,9.1295,9.24069,9.36268,10.7742
NFYA,7.84471,7.68177,8.34263,12.1929,12.0827,12.1998,10.3813,10.1189,10.5174,8.63787
FBXL14,7.17041,7.05525,8.03097,12.9401,13.1313,12.0413,10.3102,10.0613,12.0381,7.22105
ELMO2,12.2675,12.2501,11.8998,9.87768,9.30743,9.50154,8.48039,8.37336,7.53918,10.5031
PLEKHF2,10.0478,9.44605,10.5233,10.3136,11.2864,11.2487,9.12535,9.39731,9.40599,9.20562
SYVN1,8.17826,9.36102,8.22788,11.2971,12.1754,11.8579,9.19246,10.2197,10.6234,8.86688
RPS13,11.2743,12.264,11.8017,9.47976,9.93566,10.1727,7.45957,8.97422,8.71962,9.91846
CHD2,8.85926,7.25742,8.1963,11.5168,11.5927,12.3001,9.89934,9.94459,10.253,10.1805
ACTR10,8.93664,7.55646,8.28688,12.417,11.4738,11.6064,10.4712,10.2773,9.41968,9.55465
P4HTM,12.3642,12.1098,11.4356,9.30035,10.6763,9.42735,8.82619,8.47722,7.68181,9.70117
LILRB5,8.71677,11.8142,10.1376,9.25054,11.749,10.4769,8.44342,8.32143,9.96989,11.1202
NECTIN1,13.6731,16.1387,14.1028,7.96057,7.14789,7.31459,6.03287,7.25412,5.75615,14.6192
RPS24,11.293,12.0563,11.1797,10.1737,9.68463,9.66237,8.38359,8.23129,8.45532,10.8801
GLRX3,11.1915,12.4708,11.1177,10.0238,9.30844,10.0665,8.36257,8.96477,7.63867,10.8554
GSTM1,13.0291,12.7943,12.765,8.94152,9.03631,9.1253,7.84881,8.16684,6.99744,11.2953
USP48,11.9837,11.9448,11.9367,9.47164,9.42391,9.83263,8.07175,8.19312,8.12656,11.0151
SAAL1,11.2916,11.6096,11.8335,10.0414,10.007,10.1107,8.53138,8.63302,8.43797,9.50394
EIF2B1,11.1274,10.7739,10.7727,10.2345,10.5645,10.3012,9.165,8.80751,8.41885,9.83444
MYL6,12.9401,12.5941,13.4936,9.55399,8.97978,9.33361,7.48567,8.44918,7.71191,9.45805
LCMT1,11.1303,12.4459,11.5602,8.96984,10.2881,10.3695,7.40198,9.44553,8.28957,10.099
SNAPC4,10.4903,10.6821,10.6663,10.0748,10.7213,10.4217,8.9823,8.4403,9.05867,10.4621
UBA6,11.4601,11.7607,11.4022,9.50492,10.2871,10.0127,8.60802,8.99242,7.6819,10.29
COQ7,8.56026,8.2006,8.70717,11.7531,11.5286,12.4984,10.2826,10.1991,9.86604,8.4042
IP6K1,7.05388,7.59459,8.11459,12.2396,12.7899,12.3015,10.5957,10.1742,10.8909,8.24528
RAB33B,11.4182,10.9027,10.7906,9.71769,11.0498,9.59665,8.67297,8.4277,8.65075,10.773
NSMCE2,8.22189,8.32322,8.09951,11.0738,12.3285,12.2453,10.2643,9.7629,10.2024,9.47817
KRT9,6.77893,9.37851,5.51339,17.9651,10.0863,7.0544,7.68437,11.3329,10.7524,13.4537
ABCB8,9.0305,9.07141,9.07018,11.1799,11.4855,11.2729,9.36102,9.38524,10.0308,10.1126
ATP2B4,10.3117,9.90291,10.3016,10.4685,10.8803,10.2097,8.6402,8.76216,9.35217,11.1709
FGFR1OP2,7.72184,9.23613,8.60353,11.8071,11.6628,12.33,9.39306,10.3575,10.5922,8.29575
ST6GALNAC4,13.3725,12.272,11.1712,10.7579,9.485,7.79501,7.29844,8.06345,8.39946,11.3851
ELMOD2,10.7495,10.089,10.3268,10.206,11.7699,10.2014,9.70319,8.13822,9.42557,9.39037
KLHDC4,12.7332,10.8826,10.87,10.461,10.0347,9.24585,9.24158,7.97936,7.97902,10.5728
RNF25,7.39949,7.33348,7.3666,12.5366,12.623,12.446,11.1506,10.3781,10.3277,8.4384
TMEM128,8.16204,6.67712,9.50222,12.3509,11.8398,11.7052,12.9935,8.35799,9.05482,9.35636
RABGEF1,10.0248,9.68058,10.0954,10.7885,11.4008,11.1174,10.1497,8.94841,9.10025,8.69413
CEP192,13.83,15.6404,13.9201,8.48301,8.24807,7.76508,6.42678,7.20168,7.10872,11.3761
GYS1,12.406,12.3288,12.2557,9.48784,9.68818,9.24807,8.25391,8.21005,7.59536,10.5261
YWHAQ,10.5232,10.4247,10.8192,10.8315,10.334,10.4534,9.34727,9.31247,8.10325,9.85094
ZNF260,5.87382,5.71425,6.54378,13.2975,13.2792,13.574,10.8962,11.5878,11.4996,7.73388
MAGED4,6.34289,6.06411,6.3207,12.9789,13.2846,12.7566,10.6999,10.9042,11.4174,9.23069
CDH2,10.2126,10.5546,10.4446,10.1019,10.9585,10.5913,8.84167,8.66975,9.27443,10.3506
WASHC3,11.0237,11.8664,10.4277,10.2099,9.03277,11.2251,8.2657,8.78503,8.73234,10.4313
SLC41A3,9.33394,10.791,9.35456,10.2519,12.482,10.7795,8.92481,10.0105,9.42473,8.64713
CNOT2,10.7307,11.6487,11.1421,9.70379,10.4657,10.2847,8.44263,8.73998,8.5877,10.254
ATP6V1D,9.16724,9.1493,9.37876,11.4187,11.704,11.4289,9.80167,9.84009,9.59383,8.51751
IFRD2,9.81677,11.6637,10.4646,11.2286,10.963,9.45837,8.86625,9.17098,8.74281,9.62494
B4GALT7,10.8064,13.1413,11.8444,9.11873,9.45675,10.0566,7.29662,7.96743,8.95259,11.3592
UBXN2A,6.55027,7.25997,7.4345,11.8785,14.0502,14.0356,11.0511,9.38153,13.3651,4.99337
UBE2N,11.3483,11.6028,11.6697,10.3662,9.68475,10.1383,8.72372,8.9534,7.85241,9.66044
MTMR12,10.511,11.1775,10.6283,10.3265,10.2716,10.2462,8.75003,9.15584,8.17568,10.7574
VIPAS39,11.9303,11.2043,12.3552,9.61058,9.82187,9.84944,8.2829,8.71771,7.75641,10.4713
ATP6V1G1,8.79673,9.23911,8.62982,11.5917,12.2196,11.3438,9.97603,10.0963,9.64724,8.45968
IPO5,11.3828,11.133,10.9143,10.328,10.0828,10.0297,9.06348,8.77246,7.89421,10.3993
CAST,9.53056,10.332,9.76173,11.0096,10.4558,11.3097,9.02771,10.3088,8.3662,9.89779
ARF5,10.7017,11.3263,10.4958,10.9796,9.88978,10.1787,9.41928,8.98925,7.83103,10.1885
CLN3,8.56281,10.6326,9.10881,10.8551,11.4761,11.193,8.8026,9.15556,10.372,9.84141
ATOX1,12.8662,11.9323,11.8606,9.22753,9.86205,9.16196,7.42087,8.27641,8.17573,11.2164
PDCL3,10.9683,10.2845,10.6909,10.9994,10.5432,10.1535,9.51569,9.0236,8.24248,9.57848
B4GAT1,11.9237,13.0035,12.3081,8.8772,8.78558,8.84079,7.02994,7.42667,7.936,13.8684
PSMA2,10.8227,11.2068,11.1428,10.072,10.4713,10.2829,8.56347,9.11988,8.35637,9.96172
BABAM2,11.984,10.9392,12.5689,9.82095,9.78123,9.60197,8.19294,8.40619,8.067,10.6376
KCTD5,7.1863,9.18314,8.17758,11.8441,11.8202,11.6711,9.55205,10.2016,10.0881,10.2759
SCAND1,4.0028,4.58277,4.73139,15.0458,14.5462,15.2007,10.4752,13.7279,13.6192,4.06815
TMEM259,8.52448,8.9486,8.89472,11.5629,11.7148,11.3398,9.95869,9.38155,9.88885,9.78554
ELK1,10.0987,9.64251,10.2248,10.5874,11.8177,10.7626,9.91671,8.88122,9.20363,8.86467
BIRC6,10.8507,11.2922,10.5231,9.98053,9.81428,10.1512,8.22457,8.90532,8.14896,12.1091
RPL39,12.246,11.1238,12.1298,9.80749,9.72042,9.95458,8.35533,8.46938,8.06014,10.133
WDR91,11.9373,12.1055,11.9493,9.56456,9.43764,9.46574,7.72149,8.1013,8.20418,11.5131
UBAP2L,11.0129,10.6975,10.706,10.4657,10.3539,10.5115,9.0888,8.69371,8.65682,9.81316
HPS5,12.7182,12.9576,12.5421,8.79843,9.39304,8.98445,7.46281,7.91894,7.548,11.6765
PPP1R8,11.104,9.46961,10.9102,10.7214,10.4806,10.5665,8.98509,8.96826,8.84943,9.94489
PRRC1,10.7566,9.98731,10.2793,10.7198,10.6031,10.6046,8.98479,8.96215,8.98926,10.1131
ZXDC,8.74748,9.70307,8.94713,11.2968,10.1676,11.4152,7.20543,10.3594,10.1728,11.9851
NADSYN1,11.0882,10.9827,11.018,9.97475,9.84942,10.6408,8.35623,9.15699,8.1873,10.7457
IMPDH2,13.2009,12.7591,13.411,9.42146,9.2243,8.94207,8.04994,8.13675,7.08068,9.77382
ABI1,12.1025,11.3635,12.1599,10.1145,9.8855,9.56124,8.88779,8.22861,7.81457,9.88188
PRRC2A,11.6861,11.7074,11.7349,10.2426,9.67217,9.60983,9.30939,7.82678,7.75689,10.454
KDSR,8.58811,8.53946,8.85999,11.0573,12.1866,11.5919,9.37014,9.2488,10.7501,9.80764
FMN1,11.0048,10.8671,10.5405,11.0937,9.47869,10.9945,9.47566,9.72129,7.4153,9.40843
VPS35L,12.1949,12.6473,12.7299,9.76972,9.05301,9.49778,8.22674,8.15122,7.49184,10.2376
CASTOR2,9.67192,8.45432,8.93576,11.0881,11.0218,11.7045,9.36485,9.71295,9.42231,10.6236
RPS20,10.8348,11.5287,11.3083,9.70978,10.5501,10.3653,7.99596,8.98911,8.81709,9.90087
SVIL,8.93966,10.1304,9.11247,11.1787,11.0793,11.4256,9.43997,9.07969,9.8491,9.76513
RPL27,11.8982,12.2026,12.1204,10.1471,9.69281,9.67195,8.22566,8.25537,8.37385,9.41209
PCMT1,9.67343,10.6583,10.0331,10.6264,11.1017,11.1085,9.09476,9.58136,8.97398,9.14843
TRPM7,9.43575,10.4031,9.8011,10.9134,10.4108,10.8372,8.54545,8.99348,9.54257,11.117
TXLNG,9.19464,9.4863,9.30876,11.7946,10.8987,11.5468,10.7186,9.32347,8.7886,8.93944
UBE2G1,7.80866,8.40847,7.9655,11.6859,12.1158,12.3776,10.2934,10.7915,9.37339,9.17986
CD70,6.22761,8.75127,7.52203,11.3557,11.5269,13.9542,9.63832,11.0521,10.3111,9.66074
PTGFRN,10.9619,11.0989,10.6519,10.1456,10.2165,10.4805,8.44298,8.49014,9.01964,10.492
UBQLN2,10.1652,10.2521,10.4577,10.2693,11.3409,10.4042,8.74747,9.38319,8.80711,10.1728
MEAK7,11.4482,11.0367,11.0958,9.85622,10.6344,9.18827,8.84622,8.04112,8.07542,11.7777
ASMTL,11.6244,11.9922,12.0043,9.38302,9.89868,9.91882,8.14847,8.52969,7.88112,10.6193
HMGN5,9.36075,9.5573,9.39354,11.0572,10.8665,11.4914,9.9961,9.46349,8.64193,10.1718
LYPLA2,11.6819,12.4987,11.8992,10.0855,9.60025,9.83083,8.35294,8.86486,7.60403,9.58183
TNNT1,1.42033,4.58546,1.68353,15.8271,16.6357,16.9599,12.6458,13.2908,15.6242,1.32721
NAA16,10.4419,11.0646,10.7433,10.2614,10.4779,10.7596,8.55796,9.25305,8.67706,9.76324
PFKM,12.5878,13.166,12.4847,9.26666,9.10027,9.16803,7.90248,8.15519,7.09687,11.072
RALGAPA2,11.0444,10.5922,11.4652,10.2057,11.0739,9.88971,8.94491,8.55343,8.71161,9.51902
EDEM1,7.95424,9.29377,7.78623,12.1175,12.2048,11.5403,10.3188,9.35613,10.4792,8.94891
VEZF1,11.122,11.7165,8.7014,11.0312,8.96327,10.4997,8.72528,8.16697,8.74726,12.3265
TTC4,10.6643,10.9205,10.9116,10.1684,10.2454,10.5728,8.33031,9.45467,8.26792,10.4641
RPS2,12.0279,11.2961,12.1598,9.88151,9.81894,9.97538,8.31894,8.7164,7.91499,9.89008
SERBP1,10.0201,11.2139,10.032,10.5645,10.8572,10.8325,9.70875,9.0658,8.3418,9.36343
RPS27,12.3588,12.6937,12.9646,9.59439,9.57456,9.01396,8.23884,7.52135,7.93251,10.1073
LRP1,10.2435,10.2554,10.3535,10.4395,10.8875,10.5899,8.82093,8.64323,9.36565,10.401
CNOT10,11.6009,11.0412,10.9347,10.2819,10.1637,9.85133,8.39568,8.4519,8.61891,10.6599
NAA15,10.5318,10.8323,10.6512,10.6757,10.3745,10.8644,9.2372,9.25846,8.32948,9.24485
HMMR,13.8898,13.9815,13.9545,8.91696,8.66413,8.62717,7.47747,7.62114,6.92536,9.942
ST13,10.5509,11.1953,11.3079,10.0915,10.8506,10.5757,8.67853,9.56182,8.2401,8.94759
NRBF2,8.73204,8.36265,9.43965,11.3209,12.1612,11.6785,9.737,10.1299,9.674,8.76421
WDR54,9.59772,9.59733,9.46683,10.2893,10.183,11.1957,8.9227,9.52154,8.16218,13.0637
RPL12,12.2583,10.7542,12.1005,10.1501,10.3344,9.63081,8.85075,8.38095,8.06737,9.47262
ASNSD1,10.3712,9.57408,10.7092,10.4557,10.9535,10.8943,9.57916,9.43983,8.11421,9.9089
TMEM9B,9.39338,7.78902,7.26932,11.297,13.1131,11.8097,11.7849,8.20931,10.4262,8.90808
RPL35A,11.1174,12.5415,13.7768,8.12378,11.0416,10.0432,7.76896,8.93466,7.82634,8.82578
DIAPH2,11.6266,11.6832,11.5245,10.227,9.90178,9.92354,8.75411,8.44857,8.03532,9.87537
STK38L,8.47843,9.01424,9.29224,11.3401,11.5525,12.3597,9.7274,10.1128,9.7633,8.35929
TOR3A,11.0132,10.4182,11.5298,10.0228,10.8833,9.58403,8.64421,8.07221,8.88791,10.9442
